,URL,building,district,neighborhood,price,beds,baths,surface,lat,long,highlights,furnishing,amenities,completion_year,floor,price_sqf,views,discounted,cheap,distressed,investment,tenanted,vacant,metro,furnished,condition,upgraded,luxury,median_sqf,diff_percent,valuation
6468,"https://www.bayut.com/property/details-5853378.html
",,Dubai Marina,Marina Crown,1050000,2.0,3,1347.0,25.089967,55.148283,"URGENT, DISTRESSED SALE , FULL SEA VIEW",Unfurnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2006,,779.5100222717149,1,0,0,1,0,0,0,0,0,0,,0,1458.4369817578772,-46.55168293029986,good value
6473,"https://www.bayut.com/property/details-5838855.html
",,Jumeirah Village Circle (JVC),Beverly Residence,750000,1.0,2,1370.0,25.050372,55.213664,Comfortable Living / Spacious Layout,,"['Balcony or Terrace', 'Swimming Pool', 'View', 'Centrally Air-Conditioned', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'View', 'Freehold']",0,,547.4452554744526,0,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-32.687232632535284,good value
6482,"https://www.bayut.com/property/details-5879872.html
",Grenland Residence,Mohammed Bin Rashid City,District 11,1200668,2.0,3,1412.0,25.127874,55.355857,2 BHK For Sale . Brand New . Affordable,Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Electricity Backup', 'Electricity Backup', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Satellite/Cable TV']",0,,850.3314447592068,0,0,1,0,0,0,0,0,0,1,,0,1533.8983050847455,-44.56402735823956,good value
6502,"https://www.bayut.com/property/details-5167396.html
",Shams 2,Jumeirah Beach Residence (JBR),Shams,1700000,2.0,2,1324.0,25.072279,55.130298,"Breath taking Marina + Sea views, Unfurnished",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'First Aid Medical Center', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2006,,1283.987915407855,1,0,0,0,0,0,0,0,1,0,,0,1872.07488299532,-31.413645518630418,good value
6518,"https://www.bayut.com/property/details-5872583.html
",,Downtown Dubai,Burj Al Nujoom,550000,0.0,1,480.00000000000006,25.191151,55.282047,"Stunning Studio, Fully Furnished, Reduced Price",Furnished,"['Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Completion Year: 2009', 'Swimming Pool', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,1145.8333333333333,0,1,0,0,0,0,0,0,1,0,,0,2068.2120395327943,-44.59787916174325,good value
6522,"https://www.bayut.com/property/details-5851910.html
",Siena,Jumeirah Village Circle (JVC),Tuscan Residence,485000,1.0,2,957.0,25.063278,55.208412,"Distressed Deal, Ready To Move 1BR, Negotiable",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Electricity Backup', 'Centrally Air-Conditioned', 'Electricity Backup', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Barbeque Area', 'Waste Disposal', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Intercom']",0,,506.7920585161965,0,1,0,1,0,0,0,0,0,0,,0,813.2859142247321,-37.68586795219514,good value
6530,"https://www.bayut.com/property/details-5908174.html
",,Business Bay,SLS Dubai Hotel & Residences,760000,1.0,3,2178.0,25.184561,55.291356,"1 BEDROOM DUPLEX INVESTMENT, GAURNTEE ROI FOR 10 YEARS",Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Laundry Facility', 'Satellite/Cable TV']",0,,348.9439853076217,0,0,0,0,1,0,0,0,0,0,,0,1234.7352042981925,-71.73936694337982,great value
6541,"https://www.bayut.com/property/details-5885169.html
",Sadaf 8,Jumeirah Beach Residence (JBR),Sadaf,2350000,4.0,4,2711.0,25.080684533226,55.138990914355,Hot Deal!! 4 BR Vacant Sadaf - 8,Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2006', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Kids Play Area', 'Lawn or Garden', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",2006,,866.838804869052,0,0,0,0,0,0,1,0,0,0,,0,1309.9542609757782,-33.82678840837174,good value
6548,"https://www.bayut.com/property/details-5889248.html
",Marina Diamond 2,Dubai Marina,Marina Diamonds,850000,2.0,3,968.0,25.069449,55.134893,"High Floor, Great Facilities, Balcony",Unfurnished,"['Parking Spaces', 'Swimming Pool', 'Sauna', 'Steam Room', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Completion Year: 2006', 'Swimming Pool', 'Sauna', 'Steam Room', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'View']",2006,,878.099173553719,0,0,0,0,0,0,0,0,0,0,,0,1458.4369817578772,-39.791764434323916,good value
6552,"https://www.bayut.com/property/details-5077597.html
",,Culture Village,Riah Towers,1260000,2.0,4,1646.0,25.224396,55.34008,"2BR+maids room, Riah Tower, Tenanted  Investors Deal",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Storage Areas', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Maintenance Staff', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",0,,765.4921020656136,0,0,0,0,1,1,0,0,0,0,,0,1143.615616250198,-33.06386418755052,good value
6561,"https://www.bayut.com/property/details-5018935.html
",Al Habool,Palm Jumeirah,Shoreline Apartments,1499980,1.0,2,1144.0,25.113124934151,55.140673971935,"1 BDR, Park View,  Mid Floor, Quite & Bright",,['Balcony or Terrace'],0,,1311.1713286713286,1,0,0,0,0,0,0,0,0,0,,0,2158.894645941278,-39.26654405594407,good value
6569,"https://www.bayut.com/property/details-5530660.html
",29 Boulevard Podium,Downtown Dubai,29 Boulevard,2600000,2.0,2,2690.0,25.192143,55.272784,"Two Bedroom with Two En-Suite Baths, Low Floor",,"['Gym or Health Club', 'Kids Play Area', 'ATM Facility', '24 Hours Concierge']",0,,966.542750929368,0,0,0,0,0,0,0,0,0,0,,0,2111.9718309859154,-54.23505480761245,great value
6573,"https://www.bayut.com/property/details-5102207.html
",Marina Residences 2,Palm Jumeirah,Marina Residences,2100000,2.0,3,2046.0,25.113732,55.136647,"Lowest on Market, 2 bed, Ready for move in",,[],0,,1026.392961876833,0,0,0,0,0,0,0,0,0,0,,0,1611.1111111111109,-36.292850642127604,good value
6574,"https://www.bayut.com/property/details-5852324.html
",,Dubai Marina,The Belvedere,1000000,2.0,3,1410.0000000000002,25.068199157715,55.130699157715,"2 Bedroom for Sale - The Belvedere, Dubai Marina, Dubai",Unfurnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2005', 'Prayer Room', 'Reception/Waiting Room', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'View']",2005,,709.2198581560283,0,0,0,0,0,0,0,0,0,0,,0,1458.4369817578772,-51.371237357050944,great value
6581,"https://www.bayut.com/property/details-5857879.html
",Marina Diamond 5,Dubai Marina,Marina Diamonds,690000,1.0,1,708.0000000000001,25.081347704516,55.146448016167,"1BR Apartment, Good to Invest, Close to Metro",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Sauna', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2007', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'View', 'Freehold']",2007,,974.5762711864404,0,0,0,0,0,0,0,1,0,0,,0,1499.6465182043125,-35.012934091068004,good value
6583,"https://www.bayut.com/property/details-5852462.html
",,Dubai Marina,Marina Opal Tower,846600,1.0,2,1064.0,25.068288,55.132441,"High floor, 1 Bed, Marina views",Unfurnished,"['Balcony or Terrace', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Sauna', 'Steam Room', 'Security Staff']",0,,795.6766917293234,1,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-47.81693278226468,good value
6586,"https://www.bayut.com/property/details-5847800.html
",Burj Views B,Downtown Dubai,Burj Views,1699000,2.0,3,1362.0,25.190219,55.281293,Burj Khalifa View I Vacant Soon I 2 BHK I Spacious,Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Central Heating', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",0,,1247.4302496328928,1,0,0,0,0,0,1,0,0,0,,0,2356.7802755620014,-47.070574946345864,good value
6602,"https://www.bayut.com/property/details-5872749.html
",,Jumeirah Village Circle (JVC),Astoria Residence,550000,1.0,2,1028.0,25.06526,55.211685,INVETORS DEAL HUGE 1 BEDROOM VACANT 550K,Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Floor', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2009', 'Reception/Waiting Room', 'Flooring', 'Total Floors: 4', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Floor', 'Freehold']",2009,,535.0194552529183,0,0,0,0,0,0,1,0,0,0,,0,813.2859142247321,-34.215084031926494,good value
6618,"https://www.bayut.com/property/details-5852464.html
",,Dubai Marina,Marina Opal Tower,968800,1.0,2,1083.0,25.068288,55.132441,"High floor, Shared pool, Shared gym",Unfurnished,"['Balcony or Terrace', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Sauna', 'Steam Room', 'Security Staff', 'Laundry Room']",0,,894.5521698984303,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-41.332357103328675,good value
6641,"https://www.bayut.com/property/details-5852463.html
",,Dubai Marina,Marina Opal Tower,913100,1.0,2,1064.0,25.068288,55.132441,"Balcony, City views, Open kitchen",Unfurnished,"['Balcony or Terrace', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Sauna', 'Steam Room', 'Security Staff']",0,,858.1766917293234,1,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-43.71797935682245,good value
6664,"https://www.bayut.com/property/details-5816435.html
",,Jumeirah Village Circle (JVC),The Plaza Residences,1475000,3.0,4,2500.0,25.052817,55.20771,"Fully Furnished & Upgraded, Unique Layout, For End User",Furnished,"['Furnished', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,590.0,0,0,0,0,0,0,0,0,1,0,,0,900.4634794156707,-34.47818667972375,good value
6694,"https://www.bayut.com/property/details-5842387.html
",,Downtown Dubai,Burj Al Nujoom,950000,1.0,2,819.0,25.191151,55.282047,"Motivated Seller, Rented Unit, Close to Burj Khalifa",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2009', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,1159.95115995116,0,0,0,0,0,1,0,0,0,0,,0,1938.8372968573603,-40.17284679682448,good value
6715,"https://www.bayut.com/property/details-5862489.html
",,Jumeirah Village Circle (JVC),Cappadocia,449999,1.0,2,857.0,25.051247,55.212146,"Vacant, spacious, large 1BHK + big balconny for sale in JVC",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Parking Spaces', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Completion Year: 2010', 'Prayer Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2010,,525.0863477246207,0,0,0,0,0,0,1,0,0,0,,0,813.2859142247321,-35.43643895207981,good value
6716,"https://www.bayut.com/property/details-5839731.html
",Burj Views C,Downtown Dubai,Burj Views,1500000,2.0,3,1299.0,25.190219,55.281293,"Lowest Price, Fully Furnished, 2 Bed, Pool view",Furnished,"['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'Flooring', 'Furnished', 'Electricity Backup', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Service Elevators', 'Prayer Room', 'Flooring', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', 'Freehold']",0,,1154.7344110854503,1,0,0,0,0,0,0,0,1,0,,0,2356.7802755620014,-51.00373068040505,great value
6724,"https://www.bayut.com/property/details-4555416.html
",Palm Views West,Palm Jumeirah,Palm Views,950000,0.0,1,550.0,25.115537684511,55.134970843792,"Palm Views West, Studio, Best Investment",,"['Swimming Pool', 'Service Elevators', 'Waste Disposal', 'Maintenance Staff', 'Service Elevators', 'Swimming Pool', 'Waste Disposal', 'Maintenance Staff', 'Conference Room', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV']",0,,1727.2727272727273,1,0,0,0,1,0,0,0,0,0,,0,3054.2406311637083,-43.44673731176799,good value
6726,"https://www.bayut.com/property/details-5617482.html
",,Jumeirah Village Circle (JVC),The Manhattan,800000,2.0,2,1377.0,25.068841,55.207289,"BS, 2 Bed + Maid,Manhattan @800K",Unfurnished,"['Parking Spaces', 'Swimming Pool', 'Sauna', 'Steam Room', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Completion Year: 2009', 'Swimming Pool', 'Sauna', 'Steam Room', 'Kids Play Area', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,580.9731299927379,0,0,0,0,0,0,0,0,0,0,,0,873.7864077669902,-33.5108529008311,good value
6730,"https://www.bayut.com/property/details-5587630.html
",8 Boulevard Walk,Downtown Dubai,Mohammad Bin Rashid Boulevard,1225000,1.0,2,1297.0,25.191167,55.269865,"Reduced Price, High Floor, 1 bedroom plus study",,"['Balcony or Terrace', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Reception/Waiting Room', 'Swimming Pool']",0,,944.4872783346184,0,1,0,0,0,0,0,0,0,0,,0,1938.8372968573603,-51.28589284590681,great value
6737,"https://www.bayut.com/property/details-5816187.html
",,Downtown Dubai,Burj Al Nujoom,600000,0.0,1,456.0,25.191151,55.282047,"STUDIO, BURJ AL NUJOOM, COMMUNITY VIEW",,"['Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Completion Year: 2009', 'Swimming Pool', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,1315.7894736842106,1,0,0,0,0,0,0,0,0,0,,0,2068.2120395327943,-36.380339707264966,good value
6738,"https://www.bayut.com/property/details-5915342.html
",Siena,Jumeirah Village Circle (JVC),Tuscan Residence,469900,1.0,2,958.0,25.063278,55.208412,RAMADAN DISTRESS DEAL  FOR 1BHK,,[],0,,490.5010438413361,0,0,0,1,0,0,0,0,0,0,,0,813.2859142247321,-39.68897834546807,good value
6739,"https://www.bayut.com/property/details-5869645.html
",Florence,Jumeirah Village Circle (JVC),Tuscan Residence,460000,1.0,2,1010.0,25.064647,55.208645,"Motivated Seller, Spacious, Big Balcony, Prime Location",Unfurnished,[],0,,455.44554455445547,0,0,0,0,0,0,0,0,0,0,,0,813.2859142247321,-43.99933201983332,good value
6745,"https://www.bayut.com/property/details-5822060.html
",Burj Views C,Downtown Dubai,Burj Views,1700000,2.0,3,1487.0,25.190219,55.281293,"Well Maintained, 2 BR with Balcony, Tenanted",,['Parking Spaces'],0,,1143.241425689307,0,0,0,0,0,1,0,0,0,1,,1,2356.7802755620014,-51.4913868915214,great value
6750,"https://www.bayut.com/property/details-5848299.html
",,Dubai Marina,Escan Marina Tower,1095000,2.0,2,1187.0,25.068182808807,55.133226960925,Full Marina View l Motivated Seller l Multiple units l Investors Deal,Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Electricity Backup', 'Centrally Air-Conditioned', 'Central Heating', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Intercom', '24 Hours Concierge']",0,,922.4936815501264,1,0,0,0,1,0,0,0,0,0,,0,1528.2555282555284,-39.63747131979076,good value
